Loan Amount,Funded Amount,Funded Amount Investor,Term,Interest Rate,Grade,Sub Grade,Employment Duration,Home Ownership,Verification Status,Loan Title,Debit to Income,Delinquency - two years,Inquires - six months,Open Account,Public Record,Revolving Balance,Revolving Utilities,Total Accounts,Initial List Status,Total Received Interest,Total Received Late Fee,Recoveries,Collection Recovery Fee,Collection 12 months Medical,Application Type,Last week Pay,Total Collection Amount,Total Current Balance,Total Revolving Credit Limit,Loan Status
4194,21289,19100.5841,59,15.0471536,3,12,1,49205.51782,1,2,3.753175203,4,0,13,0,3378,67.0060108,26,0,2848.6460190000003,0.036830656,1.72744534,0.5505707320000001,1,0,27,34,113143,84351,0
15450,25494,20281.643369999998,58,9.412732145,0,22,0,29481.40655,0,2,37.81214825,0,0,12,0,8528,71.93176716,19,1,846.2988662,0.117469264,6.858320967,0.22365978,0,0,75,1134,90811,19836,0
6415,9606,14598.56025,58,10.95758124,3,30,0,63532.95556,1,2,15.82349741,0,0,16,0,1876,50.13986003,16,0,2101.423866,0.044237188,5.983904933,1.081748704,0,0,65,19,79389,22983,0
8922,21273,14272.978340000001,58,5.800121524,1,11,0,47075.394060000006,2,1,32.13320922,2,0,13,0,18039,41.94204347,23,0,10486.7828,0.034596062999999996,2.301404715,0.762288819,0,0,12,3827,14651,29087,0
33312,24524,33575.25958,59,12.64874064,0,6,0,94087.5558,2,2,30.80725579,0,1,15,0,16474,67.83087777,18,1,258.4114861,0.036797118999999996,4.264058641,0.812743132,0,0,65,19,55531,8635,0
15496,20586,21488.89168,59,7.8235849879999995,0,8,0,62513.55476,0,2,6.967456182,1,2,9,0,5932,55.16973584,26,0,4880.41892,0.03861448,0.545813315,0.871019949,0,0,132,26,223212,56352,0
8876,9433,20538.361090000002,59,10.22509351,0,11,0,103549.1672,1,1,28.23648025,0,0,16,0,3916,30.264295,21,1,3201.737673,0.032912952,0.502692024,1.298632669,0,0,35,48,143502,24859,0
19671,3774,5886.390475,58,16.58099786,1,3,1,70292.21517000001,1,6,29.92442165,0,0,14,0,6741,60.28935294,15,1,1909.6335199999999,0.004210508,3.5324380260000003,0.927650291,0,0,55,55,167189,27396,0
11170,16827,14527.34155,59,16.21284907,1,9,2,216574.8073,0,2,34.767351500000004,1,0,10,0,8307,1.6250888559999999,12,0,323.16485750000004,0.012534578999999999,0.941322387,22.17780003,0,0,28,48,300174,12300,1
28026,5585,16241.842719999999,59,9.716242285,1,19,1,39832.33836,0,2,33.86102864,0,0,10,0,5086,47.69709553,27,1,71.90024509999999,0.09319461400000001,0.464002821,1.222590872,0,0,85,58,27584,4726,0
25077,13209,11434.41932,59,10.08190027,3,25,1,85531.57539,1,9,13.08135216,0,0,8,0,4236,23.82577945,9,1,12.72802451,0.054101289000000004,1.493801283,0.247773501,0,0,10,355,56222,24639,0
11940,15818,14578.858059999999,58,9.598616895,0,16,0,52744.288739999996,2,1,19.5306247,1,0,12,0,5077,69.38954721,26,0,313.06786669999997,0.005080134,3.6847886219999997,0.454857086,0,0,10,7,49270,18935,0
11536,6856,21211.49424,59,14.61978895,1,0,0,53336.958810000004,0,2,19.72039375,0,0,11,1,5338,17.04509142,20,0,543.5726603999999,0.017526104,3.1963523069999997,0.32389222100000004,0,0,71,20,75396,15064,0
10306,6884,6122.995441,59,12.04457494,0,22,0,60842.69885,1,1,34.12652269,0,1,9,0,11222,20.00852599,21,0,541.4173317999999,0.027450966,2.8008796360000003,0.598998911,0,0,64,36,103871,24333,0
15380,7435,21991.812680000003,59,23.10207886,1,9,0,114579.6585,2,2,16.72391491,0,0,20,0,1182,73.35829747,23,0,869.5445717,0.027371198,3.57990652,0.5705074689999999,0,0,71,48,76426,7871,0
30030,22532,14863.089109999999,59,11.33975617,0,31,0,91112.14901000001,2,1,35.12880194,0,0,12,0,12268,69.80030317,25,1,954.8943857999999,0.018298004,1.195582938,1.350790318,0,0,55,30,19096,104555,0
5565,26136,29886.72103,58,10.60112477,3,2,0,54248.076720000005,1,1,19.23011468,0,0,19,0,2437,4.961830984,14,0,7273.557073999999,0.065275587,4.778522379,0.076853908,0,0,5,50,347198,24912,0
7367,9913,15093.38988,59,9.335214593,5,22,0,58491.1986,1,2,9.703715015,0,0,14,0,24704,67.78218366,18,0,249.98891580000003,0.023976926000000003,7.316776122,0.42559807299999997,0,0,57,59,35208,3631,0
21192,9195,22356.538480000003,59,7.304427059,1,22,1,110820.0082,2,1,15.70219326,4,0,33,0,13620,83.40058602,27,0,560.4844921,0.024806321,4.186337067,0.945899555,0,0,85,22,68893,58954,1
16353,24821,16703.40725,59,12.91967875,3,6,2,52227.24024,0,2,21.25389814,0,0,13,1,2217,66.73303036,27,1,3069.954597,0.002471924,0.0060958769999999995,1.090485191,0,0,156,59,281810,7886,0
4844,18774,10474.30199,59,6.703520652999999,5,7,0,47258.04806,1,2,19.91960468,0,2,9,0,2720,62.538923600000004,17,1,1110.2255380000001,0.004564234,4.152859104,0.925260944,0,0,126,52,197219,2344,0
21935,13994,21113.881390000002,59,17.86017188,0,18,2,47356.69974,2,2,25.86881862,0,0,13,0,5302,33.87506565,21,1,1157.207073,0.10920174099999999,2.3403897430000002,0.433222029,0,0,118,43,32327,8262,0
21679,9199,11981.53998,58,5.619645352999999,1,28,1,41770.15403,1,1,19.69581567,0,0,10,0,31,72.67492916,11,1,2570.273222,0.00801301,3.862221453,1.561079752,0,0,96,39,56042,35999,0
10913,9556,8123.069155,59,20.56771882,0,14,0,47911.57997,1,2,22.19175567,0,0,13,0,6403,38.63551818,21,1,3045.875689,0.026476732000000003,0.7364533740000001,0.8419180190000001,0,0,46,5,78460,12638,0
16696,13394,8229.678273,59,8.395256531,0,11,0,155699.7491,1,1,39.25480178,0,0,11,0,1052,77.63259097,50,1,6775.429669,0.025016365,2.425334531,0.454739048,0,0,8,13913,112807,42951,1
5992,4487,25268.76532,59,10.65096628,1,16,2,41434.46234,0,1,33.61012529,1,0,20,0,18232,33.88133556,11,1,251.4036494,0.018105694,1.255222106,1.289579391,0,0,101,46,31678,3788,0
30672,32067,14735.489480000002,59,15.66065711,5,9,0,20332.09154,2,2,22.13023432,0,0,15,0,6346,20.48941706,19,0,1050.623325,0.035008309,3.4674353239999998,0.824240403,0,0,91,41,183818,11957,0
24197,29661,12088.313740000001,58,8.406000166,1,2,0,27385.38331,2,0,15.80872104,0,0,28,0,3718,57.35426698,33,0,1140.39861,0.062781238,1.475610295,0.09532205199999999,0,0,118,36,18408,42240,0
21345,21620,7770.164556999999,58,17.87209756,1,9,0,42767.933280000005,0,2,26.61048841,0,0,14,0,5718,64.47657086,22,0,9079.288331,0.020025551000000003,6.178417941,0.116705381,0,0,32,43,44684,11203,0
16657,31933,10244.48855,58,11.59325802,1,22,1,47525.90764,0,2,17.44674873,1,1,19,0,4289,18.40902534,28,1,3559.41149,0.030226482000000002,4.3780367039999994,1.486601734,0,0,120,39,410188,17523,0
9527,15877,11382.42413,58,15.11079781,1,31,1,125948.1855,0,2,25.26373307,0,0,30,0,5252,65.27267137,21,1,362.77085489999996,0.030297908,8.187872693,0.7186361859999999,0,0,69,45,112370,6104,0
14006,8238,12347.88697,59,13.05955488,1,28,0,58849.742379999996,0,2,19.59561138,0,0,5,0,7694,58.37449341,29,0,528.6299993,0.050225197,3.945822401,24.61811958,0,0,29,21,125917,3357,0
8920,7834,8801.489836,59,12.38052112,3,10,0,68035.67445,1,7,35.13404277,0,2,15,0,1858,72.52317099999999,19,0,1882.270223,0.101200665,6.801443732,0.490328841,0,0,43,38,488820,12206,0
33594,13520,21793.167569999998,59,15.89577402,0,10,0,319602.814,1,2,25.03580373,0,0,13,0,6081,46.42460375,11,1,271.5306188,0.025983263,5.680476022000001,1.4895119909999999,0,0,82,13,111478,64058,0
20968,6709,15018.75868,58,13.07369202,3,3,0,82144.24977000001,1,35,37.15619258,0,0,32,0,518,52.3791473,14,1,3755.3124840000005,0.024292583,0.476216794,1.427213989,0,0,66,51,171495,14262,0
30905,3797,18870.61433,59,16.86941705,1,14,1,50231.647110000005,2,2,19.74178141,1,0,22,1,26073,76.91782315,32,1,883.3410915,0.046974694000000004,2.2415247380000003,0.465107692,0,0,76,37,119713,32881,0
28969,9626,14757.36865,58,5.988685798,1,28,2,77764.34779,1,2,13.93543307,0,0,15,0,0,72.59242136,12,1,418.7364142,0.078705882,1.8029944530000002,0.40771319,0,0,88,55,279575,6602,0
31985,29335,15496.45336,59,10.16092885,2,3,2,30358.185960000003,1,1,14.87573307,0,0,12,0,7856,38.60373526,20,1,125.6339226,0.007282922,1.7855185269999998,0.4459259,0,0,148,39,64010,10703,0
18397,12626,10505.2148,58,5.342309734,3,28,0,53878.49307999999,1,2,38.8455619,0,0,13,1,1403,24.07008749,7,1,773.4579211,0.039760328,1.429338895,0.967636671,0,0,17,58,334744,24802,0
34046,30252,16323.52963,59,15.34887998,0,12,1,97630.0491,2,1,31.43125519,0,0,23,1,777,47.6384551,25,1,1341.928381,0.062300109000000006,4.362018488,1.20356077,0,0,107,24,266845,30689,0
25363,8019,23456.954019999997,58,10.45788443,1,7,0,93623.23642999999,2,1,23.89882164,0,0,12,0,1489,48.97252761,14,0,2819.348925,0.021815388999999998,9.360976555,0.75908224,0,0,7,46,285555,54939,0
23932,26788,8770.663181999998,59,16.26289185,3,2,0,68287.56915,2,3,35.52241492,0,0,12,0,14445,79.33950174,26,0,2562.939493,16.67249818,2.474835065,0.451164241,0,0,69,44,21936,25865,0
9784,7709,26099.76385,59,16.84793173,6,16,1,30004.546239999996,1,1,14.32493576,2,0,9,0,4677,33.08021807,15,1,2197.692064,0.047914915999999995,0.451900075,0.72672906,0,0,4,1675,268757,24266,0
8288,11518,8984.246140000001,59,10.97391876,1,16,1,57601.418439999994,1,1,18.43189351,1,0,12,0,5488,83.76814454,18,0,1013.002751,0.114853972,3.505016985,0.7951724729999999,1,0,83,40,30058,129880,0
11034,32417,18885.60156,58,14.02758048,6,7,1,35864.548819999996,0,0,29.06535194,0,0,11,0,3609,71.69532908,22,1,4699.559014,0.059567485,2.512556316,0.7635113109999999,0,0,43,19,418080,14334,0
10166,10332,11656.424140000001,59,11.70432605,0,18,0,76407.81834,1,1,18.20676387,2,0,10,0,1678,27.08161141,21,0,3447.994689,0.014085623,3.643648764,0.547017153,0,0,32,43,11857,24463,0
20653,27551,16317.46469,59,13.57509874,0,33,0,38448.05231,1,1,15.99842861,0,0,12,1,4928,45.74022005,17,1,2255.095077,0.050183060999999994,4.464645994,0.471499124,0,0,78,46,170898,2843,0
12436,6667,21783.18287,59,17.1141597,3,32,0,37907.28745,1,2,32.6079896,0,0,16,0,4011,60.65999954,13,0,998.5984283,0.012588394,7.746007389,0.272511328,0,0,20,48,188604,41389,0
22370,26225,30729.38987,58,8.953180525,3,28,1,130152.6791,0,0,17.18036191,0,0,9,0,1191,89.72635318,23,0,187.0929639,0.0005271809999999999,0.826393432,1.378032498,0,0,28,12,241289,4027,0
3562,25308,13353.74295,59,7.375352609,2,0,0,81330.4958,2,2,35.06038742,0,0,18,0,630,53.36040995,16,0,3626.276919,0.007681841,0.926580394,0.934238173,0,0,114,35,239143,2371,0
12190,12065,10453.94083,59,12.26327317,3,26,1,164806.3379,1,16,27.71363312,0,1,31,0,13093,56.59485132,24,0,10018.038779999999,0.004257067,6.0164711010000005,3.721147759,0,0,56,34,350758,23487,0
26458,27390,9992.433815,58,15.60578821,0,2,0,26976.77782,1,2,17.13127482,1,0,10,1,355,69.07259203,6,0,357.8298544,0.09819766099999999,3.874490027,0.7446796109999999,0,0,130,22,312306,43387,0
21866,10091,8889.294767,59,22.79788777,3,14,0,47809.58555,1,2,14.649567499999998,0,1,15,0,11404,61.57594412,25,0,1044.827925,0.037701859,0.987718132,1.055038863,1,0,114,14,64816,41230,0
16959,34465,11021.39825,58,12.39455024,5,33,1,149152.3497,1,1,34.15946102,0,0,12,0,3453,80.25567316,36,0,4918.59485,0.001728505,0.050578859000000004,1.549766246,0,0,66,1,63702,33856,0
23027,11084,11548.01766,58,11.54584316,6,9,1,84978.15673999999,2,2,14.65384056,0,0,10,0,3511,40.86084322,17,0,625.4021169,0.014217608999999999,1.523546716,1.392062991,0,0,11,27,42548,4070,1
11050,11200,8123.242867,58,16.78428258,1,30,1,26906.34537,1,1,31.05407159,0,0,17,0,6895,77.55488402,25,1,996.1331662,0.034521333,4.464752605,0.650984343,0,0,152,48,30343,12237,0
15379,32087,7350.667995000001,58,13.6627021,6,27,1,75201.32212000001,1,2,33.91592001,0,0,16,0,10091,50.26186589,6,0,2940.343891,0.069285661,4.51349421,0.9380688859999999,0,0,28,20,364384,2273,0
8818,14636,8669.933559000001,58,10.52152627,3,10,1,88172.50061,1,2,24.99205298,0,0,18,0,4357,9.530373415,6,1,4643.259281000001,0.049079573,4.174404919,0.0506973,0,0,127,42,249058,9082,0
12978,21898,23079.84132,59,14.05184969,0,1,0,74598.65431,2,2,11.73142568,0,2,12,0,7130,48.66684693,37,0,789.7820755,0.040238878,2.31392675,0.031381011,0,0,57,3,1748,3453,1
5265,6354,21223.073119999997,59,12.39294066,0,6,0,84710.04307999999,2,2,12.28713467,0,0,8,0,114,67.41959699,13,1,603.5469667,0.03997674,0.44095008700000005,0.871852284,0,0,89,54,159501,8411,0
23505,9365,13249.40247,59,6.306968853,0,30,0,46054.42879,2,0,21.90031169,0,0,14,0,5088,27.45625528,19,0,1521.825193,0.061703068,6.549746515,0.521928127,0,0,150,37,69551,64783,0
5635,31605,15726.69586,59,5.7206076910000005,5,31,0,74995.72015,1,1,38.74521122,0,0,15,0,18576,41.30390931,25,1,593.0832157000001,0.01741624,5.264827094,28.27406238,0,0,64,11,31427,14135,0
23158,9718,10888.782729999999,58,8.572349221,1,9,1,43274.760539999996,0,2,33.52856683,2,0,5,0,3642,70.34737761,21,1,1030.8094720000001,0.111373795,9.686904559,0.382350032,0,0,114,3,17028,16309,0
29491,11433,10581.30321,59,5.504767591,1,28,1,22174.74956,0,2,28.16198786,0,0,30,0,744,37.17207741,25,1,664.857878,0.050978347,0.586459527,1.456132388,0,0,132,35,14927,6895,0
26164,10417,26137.955719999998,58,14.82648028,1,12,0,41575.86858,1,1,18.57192613,0,2,11,0,8453,87.44694444,10,0,1361.50765,0.042367947999999996,5.18207862,0.074378167,0,0,86,46,128954,7056,0
4223,23878,4997.992565,58,17.1100901,0,5,0,76611.23109,0,1,25.38540735,0,1,28,0,2342,2.438923066,25,1,42.44119074,0.041017769,1.722130859,1.299149146,0,0,13,25,194042,10984,0
14990,21832,15245.75506,59,15.30334227,1,7,0,85778.86061,2,1,23.05768297,0,0,13,1,11185,44.84009316,16,0,2203.65596,0.019841558000000002,0.34055597,0.5738139489999999,0,0,40,36,36001,10847,0
3116,17100,10203.347759999999,58,15.29363432,5,13,1,72477.04953999999,0,1,23.20917365,0,1,11,0,595,87.16210438,14,0,2780.88922,0.119437137,6.871819095,0.559790746,0,0,151,43,66033,12887,0
5377,21963,14656.880809999999,59,12.30769202,0,3,0,146229.9294,2,2,20.00662946,0,2,15,0,4725,26.65369366,20,0,2568.426703,0.029300412,1.410347495,0.33041583399999996,0,0,67,21,190192,45839,0
29502,31841,34640.618480000005,59,6.2040322020000005,1,22,1,71395.24281,0,1,9.372303591,0,0,16,0,7806,77.80337751,14,1,1736.0542829999997,0.014062713999999999,1.648111739,0.36054176600000004,0,0,16,45,40577,29457,1
4618,7784,10138.757459999999,59,6.018955973,2,11,1,71941.76152999999,1,2,22.76929188,0,0,12,0,9829,82.7044684,40,1,1710.5655809999998,0.009348195,2.207481986,0.9045138,0,0,88,4,53196,10623,0
33137,10099,5434.35239,58,10.73367838,0,0,1,98785.77131,1,6,20.05382204,0,0,33,0,21566,47.38939883,20,0,2551.4605260000003,0.093652186,2344.845607,0.799583523,0,0,93,24,32014,7393,0
15215,8252,10754.350779999999,59,12.34121822,3,13,2,69780.58822,0,6,35.12023247,1,0,19,0,3282,20.04948248,18,0,779.1162465,0.006744546999999999,2.916022747,0.352492545,0,0,148,29,8568,46745,1
33459,6750,14838.9086,58,14.89868665,6,2,0,101817.6008,2,1,15.15258619,1,0,9,0,1944,36.56295533,21,0,142.6075917,0.026896501,3.9325296130000003,0.41750913700000003,0,0,10,41,251150,49969,0
30305,22076,23797.87085,59,12.75323623,3,18,0,109617.606,2,2,23.76043898,0,0,13,0,2188,11.65970636,40,0,993.9313329,0.032354042,2.708408809,21.93612328,0,0,57,39,42896,20778,0
12080,13053,14516.365240000001,58,15.02414684,0,16,0,63823.211610000006,2,2,8.021446454,0,0,12,0,2604,47.49867784,13,1,514.0988677,0.035071081000000004,6.898386003,0.6413028479999999,0,0,91,47,55251,5069,0
15077,15915,10179.112579999999,59,11.81970837,1,9,0,48021.801269999996,2,1,17.66227157,1,0,19,0,21497,51.71287693,22,1,1804.2892190000002,41.50705915,3.0141956089999997,1.4126369269999999,0,0,50,21,164385,29568,1
8823,22186,10357.12742,59,9.072173559,3,22,0,85598.53809,0,2,23.42751059,0,1,7,0,2548,85.88131066,28,1,5186.4278079999995,0.015885043,2.4274816869999998,0.876278089,0,0,87,19,123704,56658,0
23970,25638,7435.619076999999,58,10.10802917,3,14,1,36536.79761,1,1,30.58041213,0,0,12,0,8622,74.00162036,16,1,1280.336233,0.090169656,3.1643982189999997,0.6813811390000001,0,0,124,51,484038,29814,0
1839,7058,11385.18109,59,13.76676657,3,9,0,106748.0409,2,1,33.677746299999995,0,0,15,0,8393,50.79289937,27,1,1154.2618029999999,0.021955852,4.683425268,0.43288925799999994,0,0,103,41,202628,3207,0
2112,17360,11482.69422,58,11.12523489,3,9,1,89230.58587000001,1,0,29.79190038,0,0,14,0,4072,90.05473978,9,0,64.19245183,0.030970618999999998,7.535035201,0.455125764,1,0,64,9,25075,5624,0
29453,10963,4768.465091,59,11.01963908,6,30,0,67009.94318,0,2,29.6716964,0,0,8,0,9178,11.19080292,18,0,11399.473909999999,0.061628045,1982.696031,0.86802058,0,0,85,44,182280,39639,0
10625,7058,14016.35978,58,5.438739663,5,0,0,19051.27648,2,2,11.13608553,7,0,9,0,4199,47.24306442,11,1,9981.689237999999,23.16422502,6.476834471,1.012439771,0,0,33,51,57484,21091,0
27219,19915,23944.72808,59,23.48818205,1,20,0,74126.83315,2,2,13.52712621,0,0,12,0,5321,65.28530047,28,0,263.6961413,0.01630526,4.639069653,1.1534300709999998,0,0,64,36,59973,10935,0
32788,11004,10358.789859999999,59,12.04194805,1,14,2,72725.70564,0,6,36.73375354,0,0,4,0,4677,11.56372632,19,0,1408.760191,0.035549695,0.8017672509999999,1.257159726,0,0,99,23,70151,20536,0
16190,6826,10662.205090000001,59,13.85191037,0,22,0,48896.11058,0,2,26.25074427,0,0,9,0,4407,71.39562314,16,1,3891.126532,0.019532011999999998,4.725512182,1.024548755,0,0,68,41,200480,4776,0
17722,12430,12839.50885,59,13.65710698,1,30,1,35945.09772,1,7,13.07913264,0,0,19,0,8842,13.48164904,20,1,1128.432881,0.08681735300000001,0.7558233059999999,0.853134774,0,0,51,17,116135,56373,1
7758,10845,31013.5131,58,13.92135322,6,29,1,71683.98291,1,0,26.16049732,0,0,13,0,14924,78.14900978,21,0,1182.24205,0.062162739,4.836240888,1.086998387,0,0,81,298,78661,13214,0
8915,8880,16309.537190000001,59,14.90467302,1,8,1,97688.28319,1,1,31.02430764,2,0,9,0,3261,47.84628572,14,1,1751.2174920000002,0.065746697,5.2803267730000005,0.9360052520000001,0,0,72,20,102742,34016,0
32577,9049,6894.487068,58,17.72813912,1,16,1,61783.01002,0,1,33.08373824,0,0,14,0,20802,80.73282672,21,0,305.9482186,0.029230755,2.563140385,0.227192932,0,0,41,31,188058,3525,0
34197,33735,10609.70668,59,16.47468501,1,16,0,87887.47383999999,1,2,19.14328342,0,0,36,0,1409,45.60384832,17,0,696.3033958999999,0.070067735,2947.343958,0.43107599,0,0,40,23,125034,1318,0
20741,22034,9631.562222,58,6.286287945,3,16,1,147396.5243,1,1,21.21640694,0,0,10,0,1788,67.34602328,40,1,9701.517029,0.013711071000000002,2.2774972769999997,0.918484399,0,0,17,47,247199,5478,0
5145,20877,25048.324090000002,58,8.401010309,0,22,0,47255.02974,1,36,12.7276101,0,0,11,0,18762,72.93839246,4,1,589.9505122,0.04680079,7.018626743,0.171903339,0,0,8,9,416686,6476,0
18730,20738,9535.246285,59,14.19897383,5,18,1,29193.620919999998,2,2,15.16462241,0,0,11,0,21863,54.18825593,6,0,449.2056119,0.012043525,4.483721501000001,1.400347153,0,1,154,23,44258,15792,0
29951,8500,16660.60141,58,6.051720334,0,2,0,43489.26699,1,1,11.647905900000001,1,0,14,0,18547,10.38365699,6,1,6379.0445979999995,9.554257048,2077.511707,0.717908185,0,0,112,20,51428,33243,0
16435,8191,8669.07147,58,7.418807987999999,1,0,1,86149.7114,2,1,18.83730918,1,0,15,0,22130,31.80004434,17,0,1417.6652199999999,20.50138659,6.4610572710000005,0.611285069,0,0,67,55,213438,36013,0
15384,13335,27503.746610000002,59,9.757888053,0,21,0,79834.86146,0,1,32.27014315,0,0,28,0,3296,75.01029129,12,0,1385.310664,0.048170412,4.87204065,0.21478353,0,0,120,17,379893,8107,0
14163,23614,11636.947970000001,59,9.806531312,0,31,1,76555.4894,1,2,38.61891104,0,0,11,0,14921,52.91657441,29,0,2441.752839,0.015110906,1.4582549809999998,0.8752495090000001,0,0,46,41,118379,3672,0
16507,9745,13218.04811,59,14.05778298,1,5,1,150169.1212,2,1,17.48829484,1,0,13,0,496,52.83340388,20,1,271.8297997,0.006759586999999999,0.20321441399999998,0.476699411,0,0,92,26,46723,3306,0
23046,12946,11741.2056,59,13.99850391,0,14,2,87493.64598,0,2,29.22499957,1,1,15,0,3905,69.05841104,22,0,599.527203,0.079224794,3.124526079,0.484756126,0,0,153,43,155009,52611,0
16445,21663,10198.282079999999,59,6.415441713,0,8,0,129872.7432,2,1,4.713766405,0,0,17,0,5467,49.63228118,21,0,804.0526344,0.102652785,7.077453676,0.84550554,0,0,79,25,49777,65443,0
22650,18054,12088.50903,58,17.04006693,0,17,0,61219.60927000001,1,1,19.84394939,2,0,15,0,18978,27.21596128,6,1,245.9786096,0.048808853,0.268731271,0.7091432959999999,0,0,62,19,138889,1801,0
21001,7712,7744.23559,59,12.76552326,3,10,0,57330.54361,1,2,23.38682847,0,1,29,0,11056,61.975655599999996,25,0,2630.462729,0.069212299,3043.257617,1.38661059,0,0,66,37,46844,33751,0
1987,29163,21624.35466,58,14.67454462,3,19,0,61040.02205,1,2,18.99078805,0,0,10,1,7045,55.36835937,28,1,1076.5449130000002,0.047444439000000005,4.21908659,0.16556684300000002,0,0,36,44,55151,8528,0
16135,28183,14975.352159999999,58,15.14686423,0,2,0,58619.76715,1,2,26.31958008,0,0,10,0,10794,71.66120954,23,1,1578.4313029999998,0.041351877,0.833652477,0.003239372,0,0,121,30,26433,16368,0
18617,5139,20411.81683,59,15.20572781,1,29,0,29811.111760000003,1,0,33.94622514,0,0,32,0,15439,47.49455387,11,0,1536.823496,0.006146454,0.651121136,0.372503085,0,0,120,50,275205,13135,1
32447,29864,13664.327830000002,59,8.183991399,0,8,0,55741.60987000001,1,2,10.55907586,0,0,12,0,2432,63.25667979999999,31,1,1281.534492,0.044852771,2.630841551,1.028989548,0,0,119,33,326510,12713,0
15322,16669,21544.150840000002,58,9.576127982000001,1,16,0,65035.92347,1,0,23.78146856,0,1,10,0,4236,61.15470309,27,1,926.631556,0.017505441,2.2637216280000003,0.207674871,0,0,77,379,23646,11511,0
20495,20404,26137.81289,59,16.62376691,1,7,0,56689.44584,1,1,18.24345156,1,0,29,0,859,72.09525791,9,1,677.845365,0.010388204,0.875441595,1.23880228,0,0,102,12,5097,46046,0
16815,9115,15054.620840000001,58,6.133730408,0,0,0,82882.67896,2,2,15.61698794,0,0,12,0,15563,54.39549328,13,0,429.7160463000001,0.129120441,4.595761897,1.195341343,0,0,97,30,45062,46656,0
21245,22394,15454.050659999999,58,8.370359135,1,19,0,124656.5312,1,2,19.82889153,1,0,9,0,1216,49.78775438,28,0,9802.989733,0.034118594,1.5080703709999999,1.104850904,0,0,93,572,433614,20399,0
32759,17337,20491.60435,58,13.25597595,3,14,0,39248.6106,1,2,34.33713826,0,0,15,0,2923,0.93069253,29,1,1438.001069,0.039356388,5.392948345,1.057169272,0,0,106,13,14251,8610,0
14631,6896,8846.210446,59,7.603811317000001,3,15,0,53860.0355,1,2,35.6894641,0,0,13,0,5148,79.82137726,12,1,5052.4184780000005,9.740000000000001e-05,1.308263727,0.632152818,0,0,112,1743,85216,4662,0
5319,10589,6710.277993,59,14.40501237,1,13,1,42195.11664,1,37,16.97553888,0,0,12,0,4606,61.52446536,28,0,1522.2719439999998,0.031792787,4.208788454,0.7358107970000001,0,0,152,50,174013,9129,0
7980,8816,7451.832820999999,59,11.50103614,6,30,1,36627.818680000004,2,6,33.06363922,0,0,8,0,4098,48.55391094,33,1,2461.295045,0.074141341,4.401211139,0.726511062,0,0,69,22,223053,40048,0
25297,8239,17808.853759999998,59,11.20617658,6,12,1,45386.09633,1,2,15.937719400000002,0,0,12,0,8584,78.84531881,26,0,1230.615427,0.075045624,0.478901724,0.561643205,0,0,105,43,77339,12865,0
10007,23286,9799.112699,59,5.320159165,0,14,0,56260.451689999994,1,2,16.85774803,0,0,13,0,150,59.35005269,29,1,8563.04758,0.034948766,6.1102772629999995,0.939361362,0,0,10,13,35872,9087,0
15978,8990,10368.70758,59,17.43309013,6,18,0,206353.7812,1,2,17.9837355,3,0,32,0,13116,54.26382743,9,0,2085.51805,0.011400386,2.716677807,0.99640169,0,0,40,28,68267,59521,0
5512,13560,10381.57173,59,13.13295779,3,21,0,52156.987689999994,2,2,23.40183256,1,0,13,0,7848,67.31681197,28,1,2343.840302,0.088606474,5.497185803,1.299628998,0,0,105,41,531772,10157,0
17560,32297,11686.32127,59,12.23218524,0,11,1,42889.71138,1,2,29.62076036,0,0,9,0,2566,45.70121313,21,1,830.5021301,0.061530475,4.009488731,0.47183303200000004,0,0,128,45,302488,21742,0
29444,10272,15318.082569999999,59,17.66411916,3,14,0,127458.5424,0,1,31.33068098,0,0,12,0,5812,94.81896268,6,0,271.3743338,0.060675794000000005,3.4952597869999997,0.605023485,0,0,52,58,32412,12406,0
9802,31750,22178.279169999998,58,9.613919605,5,24,0,64634.57974,0,1,35.90772469,0,0,6,0,7348,48.40147572,10,1,20.731170499999998,0.003213132,0.439739356,0.122911102,0,0,56,11,185665,28727,0
15592,10652,12711.47723,59,9.202941202,0,2,1,97533.94742000001,1,1,22.34900077,1,0,12,0,9391,70.76118813,13,0,1948.5799719999998,0.028531644,0.657176554,0.93696869,0,0,15,21,312412,1096,0
25468,10549,31413.42979,59,19.84503544,3,33,0,36010.275839999995,1,1,36.63740711,1,1,13,0,1478,43.98792051,20,0,833.6751022000001,0.066101545,3.7785586939999996,1.04711395,0,0,38,39,154606,14503,0
30704,26587,11040.18621,59,14.87140942,2,19,1,49511.28714,2,1,7.980645151,0,0,27,1,10206,73.20503628,9,0,360.2489258,0.019491137,0.595346673,0.764955242,0,0,113,39,14963,29347,0
13583,15956,10744.44245,59,10.21545626,4,33,0,48105.13038,0,2,12.25967073,1,2,6,0,26588,92.60536038,7,0,6372.585839,21.24614389,2.11163756,0.539670827,0,0,13,364,141482,61733,1
10272,15559,9835.432008,59,8.951322123999999,1,10,0,54629.75024,0,2,21.45837812,0,0,10,0,18412,78.30194743,30,1,1071.879831,0.065782057,5.545819552,0.569217968,0,0,58,57,85911,29931,0
21688,6061,10584.51845,59,11.10484813,3,3,1,163172.2774,0,6,13.36021129,0,0,13,1,2285,40.05524641,13,0,2938.157448,0.071624728,0.268115405,0.345514506,0,0,27,43,181609,14057,0
